Shot,BES Start Time (ms),BES Stop Time (ms),Confinement Start Time (ms),Confinement Stop Time (ms),Logbook,L,H,QH,WP,Test only,LH transition,HL back-transition,QH-WP transition,WP-QH transition
195268,,,1231,1341.073,,,1,,,,,,,
195268,,,1350.141,1375.073,,,1,,,,,,,
195268,,,1384.23,1399.173,,,1,,,,,,,
195268,,,1408.24,1423.173,,,1,,,,,,,
195268,,,1433.24,1449.174,,,1,,,,,,,
195268,,,1458.24,1464.043,,,1,,,,,,,
195268,,,1483.23,1488.173,,,1,,,,,,,
195268,,,1508.24,1513.845,,,1,,,,,,,
195268,,,1533.24,1549.174,,,1,,,,,,,
195268,,,1558.24,1574.173,,,1,,,,,,,
195268,,,1583.24,1620.239,,,1,,,,,,,
195268,,,1633.241,1676.373,,,1,,,,,,,
195268,,,1683.241,1733.172,,,1,,,,,,,
195268,,,1745.174,1755.674,,,1,,,,,,,
195268,,,1758.24,1764.842,,,1,,,,,,,
195268,,,1768.236,1774.574,,,1,,,,,,,
195268,,,1783.24,1826.473,,,1,,,,,,,
195268,,,1833.23,1899.173,,,1,,,,,,,
195268,,,1908.24,1924.147,,,1,,,,,,,
195268,,,1933.24,1993.27,,,1,,,,,,,
195268,,,2005.334,2051.273,,,1,,,,,,,
195268,,,2083.239,2124.173,,,1,,,,,,,
195268,,,2158.23,2174.174,,,1,,,,,,,
195268,,,2183.23,2208.173,,,1,,,,,,,
195268,,,2233.24,2249.174,,,1,,,,,,,
195268,,,2258.239,2263.149,,,1,,,,,,,
195268,,,2308.239,2358.173,,,1,,,,,,,
195268,,,2383.23,2391.473,,,1,,,,,,,
195268,,,2393.274,2398.874,,,1,,,,,,,
195268,,,2408.24,2423.473,,,1,,,,,,,
195268,,,2433.24,2451.774,,,1,,,,,,,
195268,,,2458.24,2467.772,,,1,,,,,,,
195268,,,2468.275,2475.973,,,1,,,,,,,
195268,,,2483.23,2491.745,,,1,,,,,,,
195268,,,2493.235,2503.474,,,1,,,,,,,
195268,,,2508.23,2518.044,,,1,,,,,,,
195268,,,2518.275,2528.074,,,1,,,,,,,
195268,,,2533.24,2551.473,,,1,,,,,,,
195268,,,2558.24,2565.973,,,1,,,,,,,
195268,,,2568.235,2578.074,,,1,,,,,,,
195268,,,2583.23,2591.546,,,1,,,,,,,
195268,,,2593.235,2600.973,,,1,,,,,,,
195268,,,2608.24,2629.875,,,1,,,,,,,
195268,,,2633.23,2640.973,,,1,,,,,,,
195268,,,2643.235,2651.774,,,1,,,,,,,
195268,,,2658.24,2667.74,,,1,,,,,,,
195268,,,2668.275,2675.973,,,1,,,,,,,
195268,,,2683.23,2691.673,,,1,,,,,,,
195268,,,2693.234,2703.574,,,1,,,,,,,
195268,,,2708.24,2717.272,,,1,,,,,,,
195268,,,2718.235,2724.674,,,1,,,,,,,
195268,,,2733.24,2738.173,,,1,,,,,,,
195268,,,2743.277,2748.173,,,1,,,,,,,
195268,,,2758.23,2763.173,,,1,,,,,,,
195268,,,2768.234,2773.173,,,1,,,,,,,
195268,,,2783.24,2788.173,,,1,,,,,,,
195268,,,2808.23,2818.453,,,1,,,,,,,
195268,,,2833.23,2838.149,,,1,,,,,,,
195268,,,2858.24,2863.173,,,1,,,,,,,
195268,,,2883.24,2888.173,,,1,,,,,,,
195268,,,2908.241,2918.446,,,1,,,,,,,
195268,,,2933.23,2938.173,,,1,,,,,,,
195268,,,2958.24,2965.043,,,1,,,,,,,
195268,,,2983.24,2992.472,,,1,,,,,,,
195268,,,3008.23,3024.15,,,1,,,,,,,
195268,,,3033.24,3047.344,,,1,,,,,,,
195268,,,3058.23,3072.573,,,1,,,,,,,
195268,,,3083.241,3097.544,,,1,,,,,,,
195268,,,3108.241,3124.154,,,1,,,,,,,
195268,,,3133.23,3305,,,1,,,,,,,
195510,200,5513.23,2200,4646,,,1,,,,,,,
195511,200,5413.83,1768,4430,,,1,,,,,,,
195526,800,6264.58,1876,5150,,,1,,,,,,,
195528,300,6431.18,1948,4718,,,1,,,,,,,
195550,1400,5433.395,1696,4574,,,1,,,,,,,
195626,,,1176,1203.664,,,1,,,,,,,
195626,,,1205.227,1209.673,,,1,,,,,,,
195626,,,1221.029,1278.974,,,1,,,,,,,
195626,,,1281.433,1302.974,,,1,,,,,,,
195626,,,1311.433,1335.574,,,1,,,,,,,
195626,,,1341.427,1365.474,,,1,,,,,,,
195626,,,1371.433,1389.774,,,1,,,,,,,
195626,,,1401.434,1428.075,,,1,,,,,,,
195626,,,1431.432,1447.775,,,1,,,,,,,
195626,,,1461.432,1487.561,,,1,,,,,,,
195626,,,1491.427,1512.274,,,1,,,,,,,
195626,,,1521.428,1549.875,,,1,,,,,,,
195626,,,1551.433,1607.273,,,1,,,,,,,
195626,,,1611.427,1662.374,,,1,,,,,,,
195626,,,1671.432,1789.875,,,1,,,,,,,
195626,,,1791.432,5025,,,1,,,,,,,
195631,,,1194,1203.673,,,1,,,,,,,
195631,,,1205.132,1210.172,,,1,,,,,,,
195631,,,1221.527,1270.375,,,1,,,,,,,
195631,,,1281.927,1302.576,,,1,,,,,,,
195631,,,1311.833,1332.475,,,1,,,,,,,
195631,,,1341.834,1364.769,,,1,,,,,,,
195631,,,1371.927,1391.774,,,1,,,,,,,
195631,,,1401.833,1425.074,,,1,,,,,,,
195631,,,1431.832,1452.876,,,1,,,,,,,
195631,,,1461.833,1482.777,,,1,,,,,,,
195631,,,1491.928,1539.975,,,1,,,,,,,
195631,,,1551.927,1670.37,,,1,,,,,,,
195631,,,1671.833,1700.37,,,1,,,,,,,
195631,,,1701.834,1758.274,,,1,,,,,,,
195631,,,1761.833,1790.274,,,1,,,,,,,
195631,,,1791.928,1880.274,,,1,,,,,,,
195631,,,1881.833,1894.479,,,1,,,,,,,
195631,,,1911.833,1932.88,,,1,,,,,,,
195631,,,1941.833,2109.779,,,1,,,,,,,
195631,,,2121.74,4779,,,1,,,,,,,
195633,,,1188,1203.767,,,1,,,,,,,
195633,,,1205.227,1232.675,,,1,,,,,,,
195633,,,1245.228,1294.572,,,1,,,,,,,
195633,,,1305.131,1311.873,,,1,,,,,,,
195633,,,1335.228,1359.568,,,1,,,,,,,
195633,,,1365.131,1384.376,,,1,,,,,,,
195633,,,1395.131,1442.674,,,1,,,,,,,
195633,,,1455.227,1502.563,,,1,,,,,,,
195633,,,1515.131,1585.975,,,1,,,,,,,
195633,,,1605.228,1622.176,,,1,,,,,,,
195633,,,1635.131,1753.474,,,1,,,,,,,
195633,,,1755.131,1778.967,,,1,,,,,,,
195633,,,1785.131,1864.075,,,1,,,,,,,
195633,,,1875.131,1903.575,,,1,,,,,,,
195633,,,1905.228,1925.675,,,1,,,,,,,
195633,,,1935.131,1981.076,,,1,,,,,,,
195633,,,1995.228,2193.076,,,1,,,,,,,
195633,,,2205.131,4791,,,1,,,,,,,
195642,,,1194,1203.873,,,1,,,,,,,
195642,,,1205.228,1234.274,,,1,,,,,,,
195642,,,1245.134,1303.361,,,1,,,,,,,
195642,,,1305.138,1332.865,,,1,,,,,,,
195642,,,1335.228,1352.573,,,1,,,,,,,
195642,,,1365.138,1386.357,,,1,,,,,,,
195642,,,1395.138,1420.774,,,1,,,,,,,
195642,,,1425.227,1447.562,,,1,,,,,,,
195642,,,1455.227,1490.171,,,1,,,,,,,
195642,,,1492.636,1509.075,,,1,,,,,,,
195642,,,1515.139,1535.877,,,1,,,,,,,
195642,,,1545.227,1629.766,,,1,,,,,,,
195642,,,1635.141,1723.666,,,1,,,,,,,
195642,,,1725.147,1805.576,,,1,,,,,,,
195642,,,1815.148,2016.075,,,1,,,,,,,
195642,,,2025.16,2173.574,,,1,,,,,,,
195642,,,2175.226,4680.468,,,1,,,,,,,
195642,,,4692.431,4872.074,,,1,,,,,,,
195649,,,1188,1191.679,,,1,,,,,,,
195649,,,1205.227,1273.573,,,1,,,,,,,
195649,,,1275.13,1326.075,,,1,,,,,,,
195649,,,1335.13,1418.774,,,1,,,,,,,
195649,,,1425.227,1476.179,,,1,,,,,,,
195649,,,1485.13,1533.876,,,1,,,,,,,
195649,,,1545.228,1617.676,,,1,,,,,,,
195649,,,1635.131,1683.079,,,1,,,,,,,
195649,,,1695.057,1903.574,,,1,,,,,,,
195649,,,1905.13,2136.179,,,1,,,,,,,
195649,,,2145.227,2227.974,,,1,,,,,,,
195649,,,2235.228,4785,,,1,,,,,,,
195821,200,5363.43,1600,3400,,,,1,,,,,,
195823,,,1633,1639.97,,,,,1,,,,,
195823,,,1650.046,1689.97,,,,,1,,,,,
195823,,,1700.045,1739.97,,,,,1,,,,,
195823,,,1750.046,1789.97,,,,,1,,,,,
195823,,,1800.045,1839.97,,,,,1,,,,,
195823,,,1850.046,1889.97,,,,,1,,,,,
195823,,,1900.045,1939.97,,,,,1,,,,,
195823,,,1950.046,1989.97,,,,,1,,,,,
195823,,,2000.046,2039.97,,,,,1,,,,,
195823,,,2050.047,2089.97,,,,,1,,,,,
195823,,,2100.046,2139.97,,,,,1,,,,,
195823,,,2150.046,2164.07,,,,,1,,,,,
195823,,,2176.069,2189.97,,,,,1,,,,,
195823,,,2200.048,2239.97,,,,,1,,,,,
195823,,,2250.05,2289.97,,,,,1,,,,,
195823,,,2300.049,2339.97,,,,,1,,,,,
195823,,,2350.049,2389.97,,,,,1,,,,,
195823,,,2400.049,2439.97,,,,,1,,,,,
195823,,,2450.049,2489.97,,,,,1,,,,,
195823,,,2500.049,2539.97,,,,,1,,,,,
195823,,,2550.05,2589.97,,,,,1,,,,,
195823,,,2600.05,2639.97,,,,,1,,,,,
195823,,,2650.05,2689.97,,,,,1,,,,,
195823,,,2700.049,2739.97,,,,,1,,,,,
195823,,,2750.051,2789.97,,,,,1,,,,,
195823,,,2800.05,2839.97,,,,,1,,,,,
195823,,,2850.051,2889.97,,,,,1,,,,,
195823,,,2900.049,2939.97,,,,,1,,,,,
195823,,,2950.049,2989.97,,,,,1,,,,,
195823,,,3000.05,3039.97,,,,,1,,,,,
195823,,,3050.051,3089.97,,,,,1,,,,,
195823,,,3100.05,3139.97,,,,,1,,,,,
195823,,,3150.051,3189.97,,,,,1,,,,,
195823,,,3200.049,3239.97,,,,,1,,,,,
195823,,,3250.052,3289.97,,,,,1,,,,,
195823,,,3300.05,3339.97,,,,,1,,,,,
195823,,,3350.052,3389.97,,,,,1,,,,,
195823,,,3400.05,3439.969,,,,,1,,,,,
195823,,,3450.05,3489.97,,,,,1,,,,,
195823,,,3500.05,3539.971,,,,,1,,,,,
195823,,,3550.051,3589.97,,,,,1,,,,,
195823,,,3600.05,3639.97,,,,,1,,,,,
195823,,,3650.053,3689.97,,,,,1,,,,,
195823,,,3700.05,3739.969,,,,,1,,,,,
195823,,,3750.051,3789.969,,,,,1,,,,,
195823,,,3800.05,3839.969,,,,,1,,,,,
195823,,,3850.052,3889.969,,,,,1,,,,,
195823,,,3900.051,3939.969,,,,,1,,,,,
195823,,,3950.052,3989.969,,,,,1,,,,,
195823,,,4000.05,4039.969,,,,,1,,,,,
195823,,,4050.051,4089.969,,,,,1,,,,,
195823,,,4100.051,4139.969,,,,,1,,,,,
195823,,,4150.053,4189.969,,,,,1,,,,,
195824,200,5356.83,807,864,,1,,,,,,,,
195825,,,1400,1499.972,,,,,1,,,,,
195825,,,1500.137,1539.97,,,,,1,,,,,
195825,,,1550.053,1589.969,,,,,1,,,,,
195825,,,1600.053,1639.969,,,,,1,,,,,
195825,,,1650.054,1689.969,,,,,1,,,,,
195825,,,1700.053,1739.969,,,,,1,,,,,
195825,,,1750.053,1789.969,,,,,1,,,,,
195825,,,1800.053,1839.969,,,,,1,,,,,
195825,,,1850.054,1889.969,,,,,1,,,,,
195825,,,1900.053,1939.969,,,,,1,,,,,
195825,,,1950.055,1989.969,,,,,1,,,,,
195825,,,2000.054,2039.968,,,,,1,,,,,
195825,,,2050.054,2089.968,,,,,1,,,,,
195825,,,2100.053,2139.969,,,,,1,,,,,
195825,,,2150.055,2189.969,,,,,1,,,,,
195825,,,2200.053,2239.969,,,,,1,,,,,
195825,,,2250.055,2289.969,,,,,1,,,,,
195825,,,2300.054,2339.969,,,,,1,,,,,
195825,,,2350.055,2389.969,,,,,1,,,,,
195825,,,2400.054,2439.969,,,,,1,,,,,
195825,,,2450.055,2489.969,,,,,1,,,,,
195835,,,1838,1839.973,,,,,1,,,,,
195835,,,1850.045,1889.973,,,,,1,,,,,
195835,,,1900.043,1939.973,,,,,1,,,,,
195835,,,1950.044,1989.973,,,,,1,,,,,
195835,,,2000.043,2039.973,,,,,1,,,,,
195835,,,2050.044,2089.973,,,,,1,,,,,
195835,,,2100.043,2139.973,,,,,1,,,,,
195835,,,2150.044,2189.973,,,,,1,,,,,
195835,,,2200.043,2239.973,,,,,1,,,,,
195835,,,2250.044,2289.973,,,,,1,,,,,
195835,,,2300.043,2339.973,,,,,1,,,,,
195835,,,2350.044,2389.973,,,,,1,,,,,
195835,,,2400.043,2439.973,,,,,1,,,,,
195835,,,2450.044,2489.973,,,,,1,,,,,
195835,,,2500.043,2539.973,,,,,1,,,,,
195835,,,2550.044,2589.973,,,,,1,,,,,
195835,,,2600.043,2639.973,,,,,1,,,,,
195835,,,2650.044,2689.973,,,,,1,,,,,
195835,,,2700.043,2739.973,,,,,1,,,,,
195835,,,2750.044,2789.973,,,,,1,,,,,
195835,,,2800.043,2839.973,,,,,1,,,,,
195835,,,2850.044,2889.973,,,,,1,,,,,
195835,,,2900.043,2939.973,,,,,1,,,,,
195835,,,2950.044,2989.973,,,,,1,,,,,
195835,,,3000.043,3039.973,,,,,1,,,,,
195835,,,3050.044,3089.973,,,,,1,,,,,
195835,,,3100.043,3139.973,,,,,1,,,,,
195835,,,3150.044,3189.973,,,,,1,,,,,
195835,,,3200.042,3239.973,,,,,1,,,,,
195835,,,3250.044,3260,,,,,1,,,,,
195863,700,5410.595,3400,4000,,,,1,,,,,,
195865,,,1300,2592,,,,1,,,,,2592,
195865,,,2592,4400.772,,,,,1,,,,,
195865,,,4401.636,4633,,,,,1,,,,,
195948,,,380.227,390.172,,1,,,,,,,,
195948,,,420.135,430.076,,1,,,,,,,,
195948,,,460.134,510.173,,1,,,,,,,,
195948,,,540.135,550.076,,1,,,,,,,,
195948,,,580.227,590.076,,1,,,,,,,,
195948,,,620.228,630.077,,1,,,,,,,,
195948,,,660.135,670.172,,1,,,,,,,,
195948,,,700.227,710.077,,1,,,,,,,,
195948,,,740.227,750.076,,1,,,,,,,,
195948,,,780.137,790.076,,1,,,,,,,,
195948,,,820.136,830.174,,1,,,,,,,,
195948,,,860.136,870.172,,1,,,,,,,,
195948,,,900.135,910.077,,1,,,,,,,,
195948,,,940.227,950.076,,1,,,,,,,,
195948,,,980.227,990.076,,1,,,,,,,,
195948,,,1020.228,1030.076,,1,,,,,,,,
195948,,,1060.136,1070.172,,1,,,,,,,,
195948,,,1100.227,1110.174,,1,,,,,,,,
195948,,,1140.227,1150.173,,1,,,,,,,,
195948,,,1180.138,1190.076,,1,,,,,,,,
195948,,,1220.228,1230.076,,1,,,,,,,,
195948,,,1260.227,1270.076,,1,,,,,,,,
195948,,,1300.227,1310.174,,1,,,,,,,,
195948,,,1340.227,1350.173,,1,,,,,,,,
195948,,,1380.227,1390.076,,1,,,,,,,,
195948,,,1420.228,1430.173,,1,,,,,,,,
195948,,,1460.136,1470.172,,1,,,,,,,,
195948,,,1493.534,1510.174,,1,,,,,,,,
195948,,,1530.135,1550.076,,1,,,,,,,,
195948,,,1570.134,1598.174,,1,,,,,,,,
195948,,,1600.134,1683,,1,,,,,,,,
196037,,,300.131,310.076,,1,,,,,,,,
196037,,,340.13,350.076,,1,,,,,,,,
196037,,,380.227,390.077,,1,,,,,,,,
196037,,,420.227,430.076,,1,,,,,,,,
196037,,,460.227,510.076,,1,,,,,,,,
196037,,,540.13,550.076,,1,,,,,,,,
196037,,,580.131,590.077,,1,,,,,,,,
196037,,,620.13,630.076,,1,,,,,,,,
196037,,,660.227,670.076,,1,,,,,,,,
196037,,,700.131,710.076,,1,,,,,,,,
196037,,,740.227,750.076,,1,,,,,,,,
196037,,,780.13,790.076,,1,,,,,,,,
196037,,,820.131,830.077,,1,,,,,,,,
196037,,,860.227,870.076,,1,,,,,,,,
196037,,,900.228,910.076,,1,,,,,,,,
196037,,,940.227,950.076,,1,,,,,,,,
196037,,,980.227,990.077,,1,,,,,,,,
196037,,,1020.131,1030.077,,1,,,,,,,,
196037,,,1060.13,1070.076,,1,,,,,,,,
196037,,,1100.131,1110.076,,1,,,,,,,,
196037,,,1140.13,1150.076,,1,,,,,,,,
196037,,,1180.227,1190.076,,1,,,,,,,,
196037,,,1220.131,1230.077,,1,,,,,,,,
196037,,,1260.227,1270.076,,1,,,,,,,,
196037,,,1300.131,1310.076,,1,,,,,,,,
196037,,,1340.227,1350.076,,1,,,,,,,,
196037,,,1380.227,1390.076,,1,,,,,,,,
196037,,,1420.227,1430.077,,1,,,,,,,,
196037,,,1460.227,1470.076,,1,,,,,,,,
196037,,,1500.227,1510.076,,1,,,,,,,,
196037,,,1540.131,1553.875,,1,,,,,,,,
196037,,,1574.738,1755,,1,,,,,,,,
196418,800,5296.38,1277,1655,,1,,,,,,,,
196419,,,1300.144,1497,,1,,,,,1497,,,
196419,,,1497,4718,,,1,,,,,,,
196493,800,6466.8,1520,2518,,1,,,,,,,,
203272,,,,,,,,,,,,,,
201671,,,,,,,,,,,,,,
201661,,,,,,,,,,,,,,
201662,,,,,,,,,,,,,,
163525,,,450,900,,1,,,,,,,,
163525,,,1500,2400,,,,1,,,,,,
163525,,,2800,4500,,,,,1,,,,,
169380,,,450,900,,1,,,,,,,,
169380,,,1200,2400,,,,1,,,,,,
169380,,,2800,4700,,,,,1,,,,,
200649,,,1574,1734,,,,,,EH-B,,,,all times between EH phases are ELMy H-mode
200649,,,2066,2250,,,,,,EH-B,,,,
200649,,,2600,2774,,,,,,EH-B,,,,
200649,,,3347,3531,,,,,,EH-B,,,,
200649,,,3894,4120,,,,,,EH-B,,,,
200649,,,4428,4626,,,,,,EH-B,,,,
200654,,,2583,2649,,,,,,EH-Li,,,,
200654,,,2724,2870,,,,,,EH-Li,,,,
200654,,,2942,3078,,,,,,EH-Li,,,,
200654,,,3330,3589,,,,,,EH-Li,,,,
200654,,,3776,3998,,,,,,EH-Li,,,,
200654,,,4061,4213,,,,,,EH-Li,,,,
200654,,,4256,4335,,,,,,EH-Li,,,,
200654,,,4434,4617,,,,,,EH-Li,,,,
200654,,,4717,4845,,,,,,EH-Li,,,,
200654,,,4956,5122,,,,,,EH-Li,,,,
200654,,,5408,5588,,,,,,EH-Li,,,,
